sentence1,sentence2,label
姜夔的出生时间是什么,姜夔的出处的出处,0
姜夔的出生时间是什么,姜夔的职业,0
姜夔的出生时间是什么,姜夔的出处,0
姜夔的出生时间是什么,姜夔的出生时间,1
移山棋是使用哪种棋盘,棋盘的内容,0
移山棋是使用哪种棋盘,棋盘的用于的特点,0
移山棋是使用哪种棋盘,移山棋的棋子,0
移山棋是使用哪种棋盘,移山棋的棋盘,1
苏联是在哪一年建立的,苏联的英文名称,0
苏联是在哪一年建立的,苏联的制片地区的译制公司,0
苏联是在哪一年建立的,苏联的国家的中文名称,0
苏联是在哪一年建立的,苏联的成立时间,1
一战的主要影响,第一次世界大战_（20世纪初帝国主义国家之间的非正义战争）的内容主题的其他名称,0
一战的主要影响,第一次世界大战_（20世纪初帝国主义国家之间的非正义战争）的所处时代的国籍,0
一战的主要影响,第一次世界大战_（20世纪初帝国主义国家之间的非正义战争）的地点的辨别标准,0
一战的主要影响,第一次世界大战_（20世纪初帝国主义国家之间的非正义战争）的影响,1
南唐后主老家在哪,李煜_（南唐李后主）的导演,0
南唐后主老家在哪,李煜_（南唐李后主）的国家领袖,0
南唐后主老家在哪,李煜_（南唐李后主）的别称的在位年数,0
南唐后主老家在哪,李煜_（南唐李后主）的籍贯,1
著名建筑埃菲尔铁塔有多少层,埃菲尔铁塔_（巴黎城市地标之一）的建议游玩时长,0
著名建筑埃菲尔铁塔有多少层,埃菲尔铁塔_（巴黎城市地标之一）的落成,0
著名建筑埃菲尔铁塔有多少层,埃菲尔铁塔_（巴黎城市地标之一）的著名景点的著名景点,0
著名建筑埃菲尔铁塔有多少层,埃菲尔铁塔_（巴黎城市地标之一）的建筑层数,1
品牌纪梵希的英文名称是什么,纪梵希的中文名称,0
品牌纪梵希的英文名称是什么,纪梵希的作者,0
品牌纪梵希的英文名称是什么,纪梵希的制造商的中文名,0
品牌纪梵希的英文名称是什么,纪梵希的英文名称,1
京剧成为非物质文化遗产的时间是,非物质文化遗产的颁布者,0
京剧成为非物质文化遗产的时间是,非物质文化遗产的适用领域范围的提出时间,0
京剧成为非物质文化遗产的时间是,非物质文化遗产的内容的民间舞蹈,0
京剧成为非物质文化遗产的时间是,京剧_（中国国粹）的批准时间,1
马拉松全长多少,马拉松_（长跑比赛项目）的代表作品的身高,0
马拉松全长多少,马拉松_（长跑比赛项目）的角逐赛事的运动项目,0
马拉松全长多少,马拉松_（长跑比赛项目）的爱好的外文名,0
马拉松全长多少,马拉松_（长跑比赛项目）的总长,1
大漠英雄传中郭靖的妻子是谁,郭靖_（金庸武侠小说《射雕英雄传》男主角）的妻子的公公,0
大漠英雄传中郭靖的妻子是谁,郭靖_（金庸武侠小说《射雕英雄传》男主角）的妻子的子女,0
大漠英雄传中郭靖的妻子是谁,郭靖_（金庸武侠小说《射雕英雄传》男主角）的妻子的母亲,0
大漠英雄传中郭靖的妻子是谁,郭靖_（金庸武侠小说《射雕英雄传》男主角）的妻子,1
漫威里灭霸翻译成英文应该是什么,英语_（语言）的游戏语种的发布日期,0
漫威里灭霸翻译成英文应该是什么,英语_（语言）的歌曲语言的单曲形式,0
漫威里灭霸翻译成英文应该是什么,英语_（语言）的歌曲语言的制作,0
漫威里灭霸翻译成英文应该是什么,灭霸的外文名,1
adidas是哪个国家的公司,adidas的生产公司的类别,0
adidas是哪个国家的公司,阿迪达斯贝壳头的所属公司,0
adidas是哪个国家的公司,adidas的所属集团的国家,0
adidas是哪个国家的公司,adidas的总部,1
腾讯公司的总部在哪里,腾讯的总部地点的gdp,0
腾讯公司的总部在哪里,腾讯的开发商的总部地址,0
腾讯公司的总部在哪里,腾讯的总部地点的火车站,0
腾讯公司的总部在哪里,腾讯的总部地点,1
iPhone使用的是什么操作系统,iPhone的系统的语言,0
iPhone使用的是什么操作系统,iPhone的系统的应用,0
iPhone使用的是什么操作系统,iPhone的操作系统的软件大小,0
iPhone使用的是什么操作系统,iPhone的操作系统,1
香港四大天王是指哪四个人,四大天王_（香港四大天王）的外文名,0
香港四大天王是指哪四个人,四大天王_（香港四大天王）的成员的体重,0
香港四大天王是指哪四个人,四大天王_（香港四大天王）的成员的别名,0
香港四大天王是指哪四个人,四大天王_（香港四大天王）的成员,1
电影《末路记事》是在哪个国家拍摄的,末路记事的拍摄地点的国际电话区号,0
电影《末路记事》是在哪个国家拍摄的,末路记事的拍摄地点的国家代码,0
电影《末路记事》是在哪个国家拍摄的,末路记事的拍摄地点的国土面积,0
电影《末路记事》是在哪个国家拍摄的,末路记事的拍摄地点,1
水观乡的占地多少,水观乡的面积,1
水观乡的占地多少,水观乡的人口,0
水观乡的占地多少,水观乡的中文名称,0
月全食的发生分为哪几个过程,过程的要素的领域,0
月全食的发生分为哪几个过程,过程的结构的结构,0
月全食的发生分为哪几个过程,月全食的别称的发现时间,0
月全食的发生分为哪几个过程,月全食的过程,1
书籍《绑在一起》是由哪个出版社出版的,出版社的出版社的统一书号,0
书籍《绑在一起》是由哪个出版社出版的,书籍_（中国文学词语）的喜欢的东西的身高,0
书籍《绑在一起》是由哪个出版社出版的,书籍_（中国文学词语）的类别的出生年份,0
书籍《绑在一起》是由哪个出版社出版的,绑在一起的出版社,1
有哪些地方的法律沿用大陆法系,大陆法系的法律体系的国庆日,0
有哪些地方的法律沿用大陆法系,大陆法系的法律体系的水域率,0
有哪些地方的法律沿用大陆法系,大陆法系的法律体系的历法,0
有哪些地方的法律沿用大陆法系,大陆法系的法律体系,1
乌拉圭使用什么货币,乌拉圭的获奖国家的获奖国家,0
乌拉圭使用什么货币,货币_（一种关于交换权的契约）的计算单位,0
乌拉圭使用什么货币,乌拉圭的出生地的所属运动队,0
乌拉圭使用什么货币,乌拉圭的货币,1
花样滑冰双人滑选手隋文静的舞伴是,隋文静的教练,0
花样滑冰双人滑选手隋文静的舞伴是,隋文静的搭档的体重,0
花样滑冰双人滑选手隋文静的舞伴是,隋文静的毕业院校的城市名人,0
花样滑冰双人滑选手隋文静的舞伴是,隋文静的搭档,1
"如何向老外表达""人艰不拆""",人艰不拆_（2014年意大利电影）的主演的职业,0
"如何向老外表达""人艰不拆""",人艰不拆_（2014年意大利电影）的制片地区,0
"如何向老外表达""人艰不拆""",人艰不拆_（2014年意大利电影）的制片地区的国歌,0
"如何向老外表达""人艰不拆""",人艰不拆_（网络语）的外文名,1
周星驰是什么血型,周星驰的主演的类型,0
周星驰是什么血型,周星驰的最喜欢的演员的血型,0
周星驰是什么血型,成龙_（中国香港演员、导演）的创立人的是什么,0
周星驰是什么血型,周星驰的血型,1
汽车的英文名是什么,崔琼尹的国籍的政治体制,0
汽车的英文名是什么,汽车的的软件平台的平均高度,0
汽车的英文名是什么,汽车的的组成的中文名,0
汽车的英文名是什么,汽车的英文名,1
土豆的斗破苍穹写了多少字,斗破苍穹_（天蚕土豆第二部长篇小说）的饰演的性别,0
土豆的斗破苍穹写了多少字,斗破苍穹_（天蚕土豆第二部长篇小说）的源于,0
土豆的斗破苍穹写了多少字,斗破苍穹_（天蚕土豆第二部长篇小说）的副标题,0
土豆的斗破苍穹写了多少字,斗破苍穹_（天蚕土豆第二部长篇小说）的总字数,1
水浒传是什么体裁的作品,水浒传_（2011年鞠觉亮执导的电视剧）的代表作品的体重,0
水浒传是什么体裁的作品,水浒传_（中国古典长篇小说，四大名著之一）的代表作品的体重,0
水浒传是什么体裁的作品,水浒传_（中国古典长篇小说，四大名著之一）的出场作品,0
水浒传是什么体裁的作品,水浒传_（中国古典长篇小说，四大名著之一）的文学体裁,1
儒家学派的代表人物有哪些,儒家学派的属性,0
儒家学派的代表人物有哪些,儒家学派的属性的著名的文句,0
儒家学派的代表人物有哪些,儒家学派的学派的中文名,0
儒家学派的代表人物有哪些,儒家_（信奉孔子学说的学派）的代表人物,1
嘉明镇的气候条件是怎样的,嘉明镇的车牌代码,0
嘉明镇的气候条件是怎样的,嘉明镇的气候条件的外文名,0
嘉明镇的气候条件是怎样的,嘉明镇的人口,0
嘉明镇的气候条件是怎样的,嘉明镇的气候条件,1
西班牙城市圣地亚哥的外文名称是,圣地亚哥_（智利共和国首都）的发生地的外文名,0
西班牙城市圣地亚哥的外文名称是,圣地亚哥_（智利共和国首都）的外文名称,0
西班牙城市圣地亚哥的外文名称是,圣地亚哥_（智利共和国首都）的首都的英文名称,0
西班牙城市圣地亚哥的外文名称是,圣地亚哥_（西班牙城市）的外文名称,1
齐鲁大地被用来指代我国的哪个省,省_（一级地方行政区）的国家的地理最低点,0
齐鲁大地被用来指代我国的哪个省,省_（汉字）的性质的大本营占地,0
齐鲁大地被用来指代我国的哪个省,山东省地图的覆盖,0
齐鲁大地被用来指代我国的哪个省,"""齐鲁、""的别名",1
电影《辛德勒的名单》的导演是谁,辛德勒的名单的导演的外文名,0
电影《辛德勒的名单》的导演是谁,Schindler'sList的导演的国籍,0
电影《辛德勒的名单》的导演是谁,辛德勒的名单的导演的毕业院校,0
电影《辛德勒的名单》的导演是谁,辛德勒的名单的导演,1
海贼里百兽凯多在漫画、动画里第一次正式出现是什么时候,百兽_（《海贼王》虚构人物）的配音的出道作品,0
海贼里百兽凯多在漫画、动画里第一次正式出现是什么时候,百兽_（《海贼王》虚构人物）的现任成员的外文名,0
海贼里百兽凯多在漫画、动画里第一次正式出现是什么时候,百兽_（《海贼王》虚构人物）的登场作品,0
海贼里百兽凯多在漫画、动画里第一次正式出现是什么时候,百兽_（《海贼王》虚构人物）的初登场,1
白雪公主和七个小矮人的故事最早在哪个国家出版,白雪公主和七个小矮人_（1937年美国动画电影）的片长,0
白雪公主和七个小矮人的故事最早在哪个国家出版,白雪公主和七个小矮人（婉达·盖格经典绘本）的类型,0
白雪公主和七个小矮人的故事最早在哪个国家出版,白雪公主和七个小矮人_（1937年美国动画电影）的代表作,0
白雪公主和七个小矮人的故事最早在哪个国家出版,白雪公主_（欧洲大陆流传童话故事）的最早出版,1
电视剧《爱情公寓》是何时上映的,爱情公寓_（韦正导演的都市爱情情景喜剧）的代表作品的微电影,0
电视剧《爱情公寓》是何时上映的,爱情公寓_（韦正导演的都市爱情情景喜剧）的导演,0
电视剧《爱情公寓》是何时上映的,爱情公寓_（韦正导演的都市爱情情景喜剧）的制片人,0
电视剧《爱情公寓》是何时上映的,爱情公寓_（韦正导演的都市爱情情景喜剧）的上映时间,1
94版《三国演义》是由哪些人共同导演的,三国演义_（中国古典四大名著之一）的取材的导演,0
94版《三国演义》是由哪些人共同导演的,三国演义_（1994年王扶林执导央视版电视剧）的导演,1
94版《三国演义》是由哪些人共同导演的,三国演义_（1994年王扶林执导央视版电视剧）的导演的外文名,0
94版《三国演义》是由哪些人共同导演的,三国演义_（中国古典四大名著之一）的文献记载的导演,0
肯德基有多少员工,员工的对象,0
肯德基有多少员工,肯德基的地点的类型,0
肯德基有多少员工,肯德基的所属企业的中文名,0
肯德基有多少员工,肯德基的员工数,1
侯仁之先生最突出的成就是什么,侯仁之的代表作品,0
侯仁之先生最突出的成就是什么,侯仁之的起草人,0
侯仁之先生最突出的成就是什么,侯仁之的民族的信仰,0
侯仁之先生最突出的成就是什么,侯仁之的主要成就,1
变形金刚是什么时候上映的,变形金刚_（2007年派拉蒙影业真人版电影）的主演,0
变形金刚是什么时候上映的,变形金刚_（动漫）的绰号,0
变形金刚是什么时候上映的,变形金刚_（2007年派拉蒙影业真人版电影）的制片地区的时区,0
变形金刚是什么时候上映的,变形金刚_（2007年派拉蒙影业真人版电影）的上映时间,1
辽宁舰舰长是谁,辽宁号航空母舰的舷号的韩文,0
辽宁舰舰长是谁,辽宁号航空母舰的完工,0
辽宁舰舰长是谁,辽宁号航空母舰的龙骨安放,0
辽宁舰舰长是谁,辽宁号航空母舰的舰长,1
蝙蝠侠加入了哪些组织,蝙蝠侠_（美国DC漫画旗下超级英雄）的主演,0
蝙蝠侠加入了哪些组织,蝙蝠侠_（蝙蝠侠系列电影）的主演,0
蝙蝠侠加入了哪些组织,蝙蝠侠_（美国DC漫画旗下超级英雄）的制造者,0
蝙蝠侠加入了哪些组织,蝙蝠侠_（美国DC漫画旗下超级英雄）的所属团队,1
彩虹西餐厅的人均消费是多少,彩虹西餐厅的餐馆名称,0
彩虹西餐厅的人均消费是多少,彩虹西餐厅的地区的面积,0
彩虹西餐厅的人均消费是多少,彩虹西餐厅的地区的火车站,0
彩虹西餐厅的人均消费是多少,彩虹西餐厅的人均价格,1
电影《夏洛特烦恼》是何时上映的,夏洛特烦恼_（开心麻花2015年同名舞台剧改编的电影）的主演的喜欢的电影,0
电影《夏洛特烦恼》是何时上映的,夏洛特烦恼_（开心麻花2015年同名舞台剧改编的电影）的制片人,0
电影《夏洛特烦恼》是何时上映的,夏洛特烦恼_（开心麻花2015年同名舞台剧改编的电影）的票房,0
电影《夏洛特烦恼》是何时上映的,夏洛特烦恼_（开心麻花2015年同名舞台剧改编的电影）的上映时间,1
克苏鲁属于哪个群体,克苏鲁_（克苏鲁的呼唤神话小说里面的邪灵角色）的神话体系的中文名,0
克苏鲁属于哪个群体,克苏鲁_（克苏鲁的呼唤神话小说里面的邪灵角色）的出处的类别,0
克苏鲁属于哪个群体,克苏鲁_（克苏鲁的呼唤神话小说里面的邪灵角色）的出处,0
克苏鲁属于哪个群体,克苏鲁_（克苏鲁的呼唤神话小说里面的邪灵角色）的所属,1
迈克尔·杰克逊在什么时间去世的,杰克逊_（杰克逊市）的所属地区,0
迈克尔·杰克逊在什么时间去世的,杰克逊_（杰克逊市）的人口,0
迈克尔·杰克逊在什么时间去世的,杰克逊_（杰克逊市）的外文名称,0
迈克尔·杰克逊在什么时间去世的,迈克尔·杰克逊的逝世日期,1
汽车的外文名是什么,法启站的外文名,0
汽车的外文名是什么,汽车的的组成的中文名,0
汽车的外文名是什么,杨继红_（西北农林科技大学讲师）的职业的拼音,0
汽车的外文名是什么,汽车的外文名,1
电视剧《请回答1988》是哪个国家制作的,请回答1988的制片地区的国歌,0
电视剧《请回答1988》是哪个国家制作的,请回答1988的制片地区的国花,0
电视剧《请回答1988》是哪个国家制作的,请回答1988的制片地区的国土面积,0
电视剧《请回答1988》是哪个国家制作的,请回答1988的制片地区,1
川西荆芥的拉丁学名是什么,川西荆芥的科的中文学名,0
川西荆芥的拉丁学名是什么,川西荆芥的门的中文学名,0
川西荆芥的拉丁学名是什么,川西荆芥的属,0
川西荆芥的拉丁学名是什么,川西荆芥的拉丁学名,1
姜夔的去世时间是什么,姜夔的作者的页数,0
姜夔的去世时间是什么,姜夔的创调者的流行时期,0
姜夔的去世时间是什么,姜夔的职业,0
姜夔的去世时间是什么,姜夔的去世时间,1
查理·布朗是史努比的谁,史努比_（美国漫画《花生漫画》角色）的首度登场,0
查理·布朗是史努比的谁,史努比_（美国漫画《花生漫画》角色）的主人的中文名,0
查理·布朗是史努比的谁,史努比_（美国漫画《花生漫画》角色）的配音的别名,0
查理·布朗是史努比的谁,史努比_（美国漫画《花生漫画》角色）的查理·布朗,1
刘慈欣代表作,刘慈欣的代表作品的连载时间,0
刘慈欣代表作,刘慈欣的代表作品的解释,0
刘慈欣代表作,刘慈欣的代表作品的装帧,0
刘慈欣代表作,刘慈欣的代表作品,1
臭氧层有什么作用,作用_（词语解释）的目录的规划内容,0
臭氧层有什么作用,作用_（词语解释）的内容的拼音,0
臭氧层有什么作用,作用_（词语解释）的中文名,0
臭氧层有什么作用,臭氧层的影响及作用,1
电影速度与激情的拍摄地点有,速度与激情_（美国赛车动作主题系列电影）的拍摄地点的电话区号,0
电影速度与激情的拍摄地点有,速度与激情_（美国2001年保罗·沃克主演电影）的拍摄地点的人口,0
电影速度与激情的拍摄地点有,速度与激情_（美国赛车动作主题系列电影）的拍摄地点的人口,0
电影速度与激情的拍摄地点有,速度与激情_（美国赛车动作主题系列电影）的拍摄地点,1
武汉大学的现任校长是谁,武汉大学的毕业院校的现居,0
武汉大学的现任校长是谁,武汉大学的毕业院校的现任职务,0
武汉大学的现任校长是谁,武汉大学的现任校长的主要成就,0
武汉大学的现任校长是谁,武汉大学的现任校长,1
蔡元培毕业于哪里,蔡元培的毕业院校,1
蔡元培毕业于哪里,蔡元培的创建人,0
蔡元培毕业于哪里,蔡元培的字的职业,0
蔡元培毕业于哪里,蔡元培的毕业院校的开放时间,0
演员刘昊然的本名叫什么,刘昊然的星座的拉丁名,0
演员刘昊然的本名叫什么,刘昊然的主演,0
演员刘昊然的本名叫什么,刘昊然的主演的外文名,0
演员刘昊然的本名叫什么,刘昊然的别名,1
诸葛亮的别名是什么,诸葛亮_（三国时期蜀汉丞相）的人物的关系,0
诸葛亮的别名是什么,诸葛亮_（三国时期蜀汉丞相）的相关人物的作品典故,0
诸葛亮的别名是什么,诸葛亮_（三国时期蜀汉丞相）的重要人物的亡国时间,0
诸葛亮的别名是什么,诸葛亮_（三国时期蜀汉丞相）的别名,1
肯德基的母公司是哪家公司,肯德基的地点的类型,0
肯德基的母公司是哪家公司,肯德基的所属企业的中文名,0
肯德基的母公司是哪家公司,肯德基的全称的外文名,0
肯德基的母公司是哪家公司,肯德基的母公司,1
位于湖南的石鼓书院推荐玩多久啊,石鼓书院的地理位置的面积,0
位于湖南的石鼓书院推荐玩多久啊,石鼓公园的地理位置的市长,0
位于湖南的石鼓书院推荐玩多久啊,石鼓书院的地理位置的方言,0
位于湖南的石鼓书院推荐玩多久啊,石鼓书院的建议游玩时长,1
赵本山是属什么的,赵本山的别名,0
赵本山是属什么的,赵本山的常见,0
赵本山是属什么的,赵本山的国籍的所属洲,0
赵本山是属什么的,赵本山的生肖,1
电视剧冰与火之歌是哪个公司出品,冰与火之歌_（美国HBO电视台制作的电视剧）的代表电视剧的中文名,0
电视剧冰与火之歌是哪个公司出品,冰与火之歌_（美国HBO电视台制作的电视剧）的出现作品,0
电视剧冰与火之歌是哪个公司出品,冰与火之歌_（美国HBO电视台制作的电视剧）的代表电视剧,0
电视剧冰与火之歌是哪个公司出品,冰与火之歌_（美国HBO电视台制作的电视剧）的出品公司,1
澳大利亚著名企业有哪些,澳大利亚的出生地的中文名,0
澳大利亚著名企业有哪些,澳大利亚的血统的父亲,0
澳大利亚著名企业有哪些,澳大利亚的出生地的别称,0
澳大利亚著名企业有哪些,澳大利亚的著名企业,1
琵琶演奏有哪些流派,琵琶_（乐器）的特长的现居,0
琵琶演奏有哪些流派,琵琶_（乐器）的演奏的演奏,0
琵琶演奏有哪些流派,琵琶_（乐器）的毕业院校的国籍,0
琵琶演奏有哪些流派,琵琶_（乐器）的流派,1
紫荆花的拉丁学名是什么,大虾的别称的中文学名,0
紫荆花的拉丁学名是什么,大虾的别称的种,0
紫荆花的拉丁学名是什么,大虾的纲的别称,0
紫荆花的拉丁学名是什么,紫荆花_（豆科植物）的拉丁学名,1
有哪些地区的道路是靠左行驶的,道路_（汉语词语）的同义词的同义词,0
有哪些地区的道路是靠左行驶的,道路_（1982年Serif Sezer主演电影）的制片地区的中央银行,0
有哪些地区的道路是靠左行驶的,道路_（汉语词语）的类别的性质,0
有哪些地区的道路是靠左行驶的,"""靠左驾驶""的道路通行",1
火药是哪个朝代的科技,火药_（苏联1985年尤·阿里斯托夫执导电影）的分级的中文名,0
火药是哪个朝代的科技,火药_（汉语词语）的经营范围,0
火药是哪个朝代的科技,火药_（汉语词语）的发明国的地理最低点,0
火药是哪个朝代的科技,"""火药""的科技成就",1
电影《怦然心动》的主要演员,怦然心动_（石明华执导电视剧）的主演的外文名,0
电影《怦然心动》的主要演员,怦然心动_（美国2010年罗伯·莱纳执导电影）的主演的性别,0
电影《怦然心动》的主要演员,怦然心动_（石明华执导电视剧）的主演的代表作品,0
电影《怦然心动》的主要演员,怦然心动_（美国2010年罗伯·莱纳执导电影）的主演,1
蝙蝠侠是哪国人,蝙蝠侠_（美国DC漫画旗下超级英雄）的来源的国籍,0
蝙蝠侠是哪国人,蝙蝠侠_（美国DC漫画旗下超级英雄）的国籍的人口数量,0
蝙蝠侠是哪国人,蝙蝠侠_（蝙蝠侠系列电影）的编剧,0
蝙蝠侠是哪国人,蝙蝠侠_（美国DC漫画旗下超级英雄）的国籍,1
摩根大通有多少资产,摩根大通的官网,0
摩根大通有多少资产,摩根大通的经营范围,0
摩根大通有多少资产,摩根大通的外文名称,0
摩根大通有多少资产,摩根大通的总资产,1
"""琴棋书画""具体指什么内容",琴棋书画_（成语）的内容的发明者,0
"""琴棋书画""具体指什么内容",琴棋书画_（成语）的内容的作用,0
"""琴棋书画""具体指什么内容",琴棋书画_（成语）的内容的元素,0
"""琴棋书画""具体指什么内容",琴棋书画_（成语）的内容,1
麦当劳的口号是什么,麦当劳的公司口号,1
麦当劳的口号是什么,麦当劳的所属公司的绰号,0
麦当劳的口号是什么,麦当劳的毗邻,0
麦当劳的口号是什么,麦当劳的歌手,0
姜夔有哪些主要作品,姜夔的作者的代表作,0
姜夔有哪些主要作品,姜夔的主要作品的创作年代,0
姜夔有哪些主要作品,姜夔的主要作品的作品名称,0
姜夔有哪些主要作品,姜夔的主要作品,1
清华大学位于哪个区,清华大学的主办单位,0
清华大学位于哪个区,清华大学的隶属于,0
清华大学位于哪个区,清华大学的举办单位,0
清华大学位于哪个区,清华大学的所属地区,1
演员霍思燕的生日,霍思燕的主演的别名,0
演员霍思燕的生日,霍思燕的合作演员,0
演员霍思燕的生日,霍思燕的扮演者,0
演员霍思燕的生日,霍思燕的出生日期,1
冰箱的英文名是什么,冰箱_（保持恒定低温的一种制冷设备）的简称的外文名,0
冰箱的英文名是什么,冰箱_（保持恒定低温的一种制冷设备）的生产产品,0
冰箱的英文名是什么,冰箱_（保持恒定低温的一种制冷设备）的储藏方法的所属茶类,0
冰箱的英文名是什么,冰箱_（保持恒定低温的一种制冷设备）的外文名,1
血友病有哪些症状,血友病_（医疗百科）的传染性的体重,0
血友病有哪些症状,血友病_（医疗百科）的治疗疾病,0
血友病有哪些症状,血友病_（医疗百科）的传染性的性别,0
血友病有哪些症状,血友病_（医疗百科）的常见症状,1
清华大学的地址是哪里,清华大学的理事长单位的地址,0
清华大学的地址是哪里,清华大学的地址,0
清华大学的地址是哪里,清华大学的举办地址的中文名,0
清华大学的地址是哪里,清华大学的学校地址,1
番茄的双名法命名,双名命名法的形式,0
番茄的双名法命名,双名命名法的创始人,0
番茄的双名法命名,双名命名法的属于,0
番茄的双名法命名,番茄_（茄科茄属植物）的拉丁学名,1
牛顿第一运动定律又称惯性定律，你能告诉我它的表达式吗,牛顿第一运动定律的外文名,0
牛顿第一运动定律又称惯性定律，你能告诉我它的表达式吗,牛顿第一运动定律的表达式,1
牛顿第一运动定律又称惯性定律，你能告诉我它的表达式吗,牛顿第一运动定律的别称的中文名,0
牛顿第一运动定律又称惯性定律，你能告诉我它的表达式吗,牛顿第一运动定律的提出者的国籍,0
苏轼的代表作,苏轼_（北宋文学家）的文献的拼音,0
苏轼的代表作,苏轼_（北宋文学家）的主要作品,1
苏轼的代表作,苏轼_（北宋文学家）的红颜知己的本名,0
苏轼的代表作,苏轼_（北宋文学家）的成员的朝代,0
"""信言不美，美言不信""是谁说过的话",信言不美的出处的作品别名,0
"""信言不美，美言不信""是谁说过的话",美言不信的用法,0
"""信言不美，美言不信""是谁说过的话",信言不美的其他,0
"""信言不美，美言不信""是谁说过的话",信言不美，美言不信的作者,1
你知道冥王星的密度吗,冥王星_（太阳系中的一个天体）的表面积,0
你知道冥王星的密度吗,冥王星_（韩国2013年申秀媛执导电影）的制片地区的人口密度,0
你知道冥王星的密度吗,冥王星_（太阳系中的一个天体）的轨道倾角,0
你知道冥王星的密度吗,冥王星_（太阳系中的一个天体）的平均密度,1
《海贼王》是哪位漫画师的作品,海贼王_（尾田荣一郎创作的漫画作品）的所属专题的中文名,0
《海贼王》是哪位漫画师的作品,海贼王_（尾田荣一郎创作的漫画作品）的来源的类别,0
《海贼王》是哪位漫画师的作品,漫画_（基本含义）的登场作品的查克拉属性,0
《海贼王》是哪位漫画师的作品,海贼王_（尾田荣一郎创作的漫画作品）的作者,1
电脑游戏《红色警戒》的制作商是谁,红色警戒_（《命令与征服》系列的即时战略游戏）的游戏平台的外文名,0
电脑游戏《红色警戒》的制作商是谁,红色警戒_（《命令与征服》系列的即时战略游戏）的出场游戏的阵营,0
电脑游戏《红色警戒》的制作商是谁,红色警戒_（《命令与征服》系列的即时战略游戏）的游戏类型的特点,0
电脑游戏《红色警戒》的制作商是谁,红色警戒_（《命令与征服》系列的即时战略游戏）的开发商,1
玉兰这种植物多分布于哪,第一系的分布区域的定名,0
玉兰这种植物多分布于哪,第一系的分布区域的属,0
玉兰这种植物多分布于哪,第一系的分布区域的繁殖方法,0
玉兰这种植物多分布于哪,玉兰_（木兰科木兰属植物）的分布区域,1
一天喝多少牛奶最合适呀,牛奶_（饮品）的辅料的副作用,0
一天喝多少牛奶最合适呀,牛奶_（饮品）的主要原料的事宜人群,0
一天喝多少牛奶最合适呀,一天_（2011年安妮·海瑟薇主演美国电影）的主演的别名,0
一天喝多少牛奶最合适呀,牛奶_（饮品）的最佳日用量,1
歌曲布列瑟农的原唱是谁,原唱的类别的外文名,0
歌曲布列瑟农的原唱是谁,原唱的代表作品的外文名,0
歌曲布列瑟农的原唱是谁,原唱的来自的重量,0
歌曲布列瑟农的原唱是谁,布列瑟农的歌曲原唱,1
陈奕迅什么时候出生的,陈奕迅的出生地的别名,0
陈奕迅什么时候出生的,2015陈奕迅泉州演唱会的出生地的气候条件,0
陈奕迅什么时候出生的,陈奕迅的出生日期,1
陈奕迅什么时候出生的,2015陈奕迅泉州演唱会的出生地,0
南京大学的现任校长是谁,南京大学旧址的现任校长,0
南京大学的现任校长是谁,南京大学的现任校长的民族,0
南京大学的现任校长是谁,南京大学旧址的简称的现任校长,0
南京大学的现任校长是谁,南京大学的现任校长,1
外号叫小胖、小樊的是哪位乒乓球运动员,小胖_（上海市石化工业学校学生）的外号的本命珠,0
外号叫小胖、小樊的是哪位乒乓球运动员,小胖_（上海市石化工业学校学生）的外号的妻子/爱人,0
外号叫小胖、小樊的是哪位乒乓球运动员,小胖_（上海市石化工业学校学生）的外号的中文名,0
外号叫小胖、小樊的是哪位乒乓球运动员,"""小胖、小樊""的别名",1
流经湖南境内的河流,湖南_（中国省级行政区）的类型的时间,0
流经湖南境内的河流,河流_（海子（查海生）所著长诗）的类别的隶属,0
流经湖南境内的河流,湖南_（中国省级行政区）的所属地区的下属独立院校,0
流经湖南境内的河流,湖南_（中国省级行政区）的流经地区,1
你知道《家有儿女》是在哪儿拍的吗，这部剧太经典了,家有儿女_（杨蕊宣执导动画）的编剧的编剧,0
你知道《家有儿女》是在哪儿拍的吗，这部剧太经典了,家有儿女_（2005年林丛执导的系列情景喜剧）的编剧的集数,0
你知道《家有儿女》是在哪儿拍的吗，这部剧太经典了,家有儿女_（2005年林丛执导的系列情景喜剧）的编剧,0
你知道《家有儿女》是在哪儿拍的吗，这部剧太经典了,家有儿女_（2005年林丛执导的系列情景喜剧）的拍摄地点,1
光合作用是在哪个部位起作用的,光合作用的作者的反应,0
光合作用是在哪个部位起作用的,光合作用的作者,0
光合作用是在哪个部位起作用的,光合作用的应用,0
光合作用是在哪个部位起作用的,光合作用的作用部位,1
"成语""西子捧心""形容的是哪位美女的美貌",西子捧心的相关成语的本名,0
"成语""西子捧心""形容的是哪位美女的美貌",西子捧心的包括的出处,0
"成语""西子捧心""形容的是哪位美女的美貌",西子捧心的相关成语,1
"成语""西子捧心""形容的是哪位美女的美貌",西子捧心的相关成语的丈夫,0
北京大学的校庆日,北京大学的毕业学校的逝世日期,0
北京大学的校庆日,北京大学医学部公共的简称的校庆日,0
北京大学的校庆日,北京大学的校庆日,1
北京大学的校庆日,秦仲实的毕业院校的校庆日,0
张继科有个绰号叫什么来着,张继科的体重,0
张继科有个绰号叫什么来着,张继科的座驾的品牌,0
